Date,Machine_ID,Machine_Type,Production_Line,Install_Date,Last_Maintenance_Date,Avg_Error_Count_Monthly,Avg_Lifetime_Years,Plant_Number,Plant_Address
2024-01-31,Machine_1029,3D Printer,Line_1,2015-06-03,2019-09-25,5,13,PL-123,"Suzhou, China"
2024-01-31,Machine_1030,Lathe,Line_3,2018-08-24,2019-09-19,5,16,PL-123,"Suzhou, China"
2024-01-31,Machine_1031,3D Printer,Line_2,2015-05-27,2019-02-11,11,17,PL-123,"Suzhou, China"
2024-01-31,Machine_1032,CNC,Line_1,2017-03-25,2019-03-05,1,13,PL-123,"Suzhou, China"
2024-01-31,Machine_1033,Milling,Line_2,2018-06-17,2019-11-28,7,7,PL-123,"Suzhou, China"
2024-01-31,Machine_1034,Lathe,Line_1,2015-01-29,2019-03-26,13,8,PL-123,"Suzhou, China"
2024-01-31,Machine_1035,Milling,Line_1,2018-07-01,2019-07-10,14,9,PL-123,"Suzhou, China"
2024-01-31,Machine_1036,Milling,Line_1,2016-01-08,2019-04-17,14,10,PL-123,"Suzhou, China"
2024-01-31,Machine_1037,Drilling,Line_1,2016-03-26,2019-09-27,4,13,PL-123,"Suzhou, China"
2024-01-31,Machine_1038,CNC,Line_1,2015-01-23,2019-08-03,4,17,PL-123,"Suzhou, China"
2024-01-31,Machine_1039,Milling,Line_2,2016-02-23,2019-08-11,1,15,PL-123,"Suzhou, China"
2024-01-31,Machine_1040,3D Printer,Line_1,2016-03-05,2019-03-19,3,16,PL-123,"Suzhou, China"
2024-01-31,Machine_1041,3D Printer,Line_2,2019-09-04,2019-08-19,11,8,PL-123,"Suzhou, China"
2024-01-31,Machine_1042,Drilling,Line_3,2019-01-28,2019-02-10,8,18,PL-123,"Suzhou, China"
2024-01-31,Machine_1043,CNC,Line_4,2016-03-09,2019-08-04,8,18,PL-123,"Suzhou, China"
2024-01-31,Machine_1044,CNC,Line_1,2018-08-02,2019-09-11,5,10,PL-123,"Suzhou, China"
2024-01-31,Machine_1045,3D Printer,Line_4,2016-01-29,2019-05-11,10,17,PL-123,"Suzhou, China"
2024-01-31,Machine_1046,Lathe,Line_2,2016-11-03,2019-10-21,14,5,PL-123,"Suzhou, China"
2024-01-31,Machine_1047,Drilling,Line_3,2014-08-31,2019-03-04,8,6,PL-123,"Suzhou, China"
2024-01-31,Machine_1048,Drilling,Line_3,2016-08-22,2019-02-20,3,12,PL-123,"Suzhou, China"
2024-01-31,Machine_1049,3D Printer,Line_3,2015-01-22,2019-04-13,14,8,PL-123,"Suzhou, China"
2024-02-29,Machine_1000,3D Printer,Line_4,2019-03-22,2019-06-26,10,14,PL-123,"Suzhou, China"
2024-02-29,Machine_1001,Lathe,Line_2,2016-07-29,2019-11-13,0,11,PL-123,"Suzhou, China"
2024-02-29,Machine_1002,Lathe,Line_1,2016-05-08,2019-04-03,1,8,PL-123,"Suzhou, China"
2024-02-29,Machine_1003,CNC,Line_1,2015-10-17,2019-06-17,12,18,PL-123,"Suzhou, China"
2024-02-29,Machine_1004,Drilling,Line_2,2016-02-27,2019-12-15,0,13,PL-123,"Suzhou, China"
2024-02-29,Machine_1005,Drilling,Line_4,2019-01-14,2019-09-10,7,13,PL-123,"Suzhou, China"
2024-02-29,Machine_1006,3D Printer,Line_1,2019-09-05,2019-05-12,8,8,PL-123,"Suzhou, China"
2024-02-29,Machine_1007,CNC,Line_2,2017-10-12,2019-11-19,9,17,PL-123,"Suzhou, China"
2024-02-29,Machine_1008,Drilling,Line_1,2014-12-03,2019-05-01,11,19,PL-123,"Suzhou, China"
2024-02-29,Machine_1009,CNC,Line_3,2016-07-21,2019-05-09,5,12,PL-123,"Suzhou, China"
2024-02-29,Machine_1010,CNC,Line_1,2019-02-13,2019-06-18,1,10,PL-123,"Suzhou, China"
2024-02-29,Machine_1011,3D Printer,Line_4,2019-09-21,2019-02-13,5,5,PL-123,"Suzhou, China"
2024-02-29,Machine_1012,CNC,Line_2,2016-04-12,2019-12-01,8,19,PL-123,"Suzhou, China"
2024-02-29,Machine_1013,Lathe,Line_4,2017-05-23,2019-01-14,11,11,PL-123,"Suzhou, China"
2024-02-29,Machine_1014,Lathe,Line_2,2015-08-27,2019-11-13,2,5,PL-123,"Suzhou, China"
2024-02-29,Machine_1015,Milling,Line_3,2019-02-08,2019-07-03,8,7,PL-123,"Suzhou, China"
2024-02-29,Machine_1016,3D Printer,Line_2,2017-03-25,2019-06-27,1,12,PL-123,"Suzhou, China"
2024-02-29,Machine_1017,Milling,Line_1,2015-02-19,2019-09-28,10,19,PL-123,"Suzhou, China"
2024-02-29,Machine_1018,Lathe,Line_1,2018-05-13,2019-08-12,4,13,PL-123,"Suzhou, China"
2024-02-29,Machine_1019,Milling,Line_3,2018-04-21,2019-01-06,10,7,PL-123,"Suzhou, China"
2024-02-29,Machine_1020,3D Printer,Line_2,2017-10-22,2019-12-10,1,5,PL-123,"Suzhou, China"
2024-02-29,Machine_1021,3D Printer,Line_3,2014-07-26,2019-11-25,6,5,PL-123,"Suzhou, China"
2024-02-29,Machine_1022,CNC,Line_1,2017-03-21,2019-09-30,10,11,PL-123,"Suzhou, China"
2024-02-29,Machine_1023,Drilling,Line_4,2015-01-27,2019-02-08,9,9,PL-123,"Suzhou, China"
2024-02-29,Machine_1024,CNC,Line_3,2016-07-18,2019-01-08,14,17,PL-123,"Suzhou, China"
2024-02-29,Machine_1025,3D Printer,Line_4,2016-03-03,2019-01-14,8,18,PL-123,"Suzhou, China"
2024-02-29,Machine_1026,Lathe,Line_4,2018-12-07,2019-03-18,6,5,PL-123,"Suzhou, China"
2024-02-29,Machine_1027,Lathe,Line_2,2016-10-12,2019-01-03,11,10,PL-123,"Suzhou, China"
2024-02-29,Machine_1028,CNC,Line_3,2015-01-17,2019-04-04,4,18,PL-123,"Suzhou, China"
2024-02-29,Machine_1029,3D Printer,Line_4,2016-08-16,2019-07-10,14,10,PL-123,"Suzhou, China"
2024-02-29,Machine_1030,Lathe,Line_4,2017-10-09,2019-03-05,3,18,PL-123,"Suzhou, China"
2024-02-29,Machine_1031,3D Printer,Line_2,2017-02-18,2019-10-16,11,8,PL-123,"Suzhou, China"
2024-02-29,Machine_1032,Lathe,Line_2,2017-12-15,2019-05-11,3,11,PL-123,"Suzhou, China"
2024-02-29,Machine_1033,3D Printer,Line_1,2016-11-30,2019-07-06,14,11,PL-123,"Suzhou, China"
2024-02-29,Machine_1034,Milling,Line_4,2015-02-06,2019-09-28,9,16,PL-123,"Suzhou, China"
2024-02-29,Machine_1035,3D Printer,Line_1,2017-11-09,2019-08-12,7,13,PL-123,"Suzhou, China"
2024-02-29,Machine_1036,3D Printer,Line_4,2017-05-07,2019-06-28,9,16,PL-123,"Suzhou, China"
2024-02-29,Machine_1037,CNC,Line_1,2016-10-18,2019-01-14,12,5,PL-123,"Suzhou, China"
2024-02-29,Machine_1038,Milling,Line_2,2019-06-22,2019-04-15,9,9,PL-123,"Suzhou, China"
2024-02-29,Machine_1039,Drilling,Line_3,2017-02-26,2019-12-08,13,19,PL-123,"Suzhou, China"
2024-02-29,Machine_1040,CNC,Line_2,2018-03-13,2019-05-14,9,14,PL-123,"Suzhou, China"
2024-02-29,Machine_1041,Drilling,Line_1,2014-11-13,2019-06-05,9,7,PL-123,"Suzhou, China"
2024-02-29,Machine_1042,Lathe,Line_1,2014-07-29,2019-09-07,9,11,PL-123,"Suzhou, China"
2024-02-29,Machine_1043,Drilling,Line_3,2019-02-23,2019-04-17,0,8,PL-123,"Suzhou, China"
2024-02-29,Machine_1044,3D Printer,Line_4,2018-07-15,2019-09-25,4,8,PL-123,"Suzhou, China"
2024-02-29,Machine_1045,Drilling,Line_1,2017-05-25,2019-08-20,13,17,PL-123,"Suzhou, China"
2024-02-29,Machine_1046,CNC,Line_1,2018-05-04,2019-09-01,1,16,PL-123,"Suzhou, China"
2024-02-29,Machine_1047,CNC,Line_1,2017-06-10,2019-08-08,12,5,PL-123,"Suzhou, China"
2024-02-29,Machine_1048,Drilling,Line_3,2017-12-12,2019-04-20,10,5,PL-123,"Suzhou, China"
2024-02-29,Machine_1049,CNC,Line_2,2019-03-03,2019-07-10,8,14,PL-123,"Suzhou, China"
2024-03-31,Machine_1000,CNC,Line_1,2018-09-08,2019-07-26,6,6,PL-123,"Suzhou, China"
2024-03-31,Machine_1001,Drilling,Line_3,2016-09-22,2019-01-14,9,19,PL-123,"Suzhou, China"
2024-03-31,Machine_1002,Milling,Line_1,2015-07-07,2019-10-16,7,6,PL-123,"Suzhou, China"
2024-03-31,Machine_1003,Milling,Line_4,2016-09-19,2019-05-16,5,5,PL-123,"Suzhou, China"
2024-03-31,Machine_1004,Lathe,Line_3,2014-08-16,2019-03-27,8,12,PL-123,"Suzhou, China"
2024-03-31,Machine_1005,CNC,Line_1,2019-07-09,2019-02-05,5,10,PL-123,"Suzhou, China"
2024-03-31,Machine_1006,Drilling,Line_3,2017-06-30,2019-02-16,6,10,PL-123,"Suzhou, China"
2024-03-31,Machine_1007,CNC,Line_1,2017-08-17,2019-01-08,6,14,PL-123,"Suzhou, China"
2024-03-31,Machine_1008,3D Printer,Line_2,2018-08-10,2019-12-03,8,14,PL-123,"Suzhou, China"
2024-03-31,Machine_1009,CNC,Line_1,2015-03-31,2019-03-09,10,13,PL-123,"Suzhou, China"
2024-03-31,Machine_1010,CNC,Line_3,2019-06-10,2019-09-14,7,9,PL-123,"Suzhou, China"
2024-03-31,Machine_1011,Milling,Line_4,2014-08-12,2019-04-15,12,19,PL-123,"Suzhou, China"
2024-03-31,Machine_1012,Drilling,Line_4,2018-03-22,2019-10-07,0,8,PL-123,"Suzhou, China"
2024-03-31,Machine_1013,CNC,Line_4,2015-08-16,2019-08-10,3,19,PL-123,"Suzhou, China"
2024-03-31,Machine_1014,Milling,Line_1,2017-06-20,2019-07-03,6,15,PL-123,"Suzhou, China"
2024-03-31,Machine_1015,Lathe,Line_2,2016-03-04,2019-06-05,10,10,PL-123,"Suzhou, China"
2024-03-31,Machine_1016,Milling,Line_1,2019-06-28,2019-05-20,7,12,PL-123,"Suzhou, China"
2024-03-31,Machine_1017,Milling,Line_4,2014-12-12,2019-05-29,6,18,PL-123,"Suzhou, China"
2024-03-31,Machine_1018,Milling,Line_3,2017-04-26,2019-10-10,11,5,PL-123,"Suzhou, China"
2024-03-31,Machine_1019,CNC,Line_4,2016-09-18,2019-12-12,2,11,PL-123,"Suzhou, China"
2024-03-31,Machine_1020,CNC,Line_3,2016-09-18,2019-03-11,14,12,PL-123,"Suzhou, China"
2024-03-31,Machine_1021,Lathe,Line_2,2015-09-19,2019-04-11,3,13,PL-123,"Suzhou, China"
2024-03-31,Machine_1022,3D Printer,Line_3,2018-04-02,2019-12-11,11,15,PL-123,"Suzhou, China"
2024-03-31,Machine_1023,3D Printer,Line_1,2019-01-22,2019-10-06,6,12,PL-123,"Suzhou, China"
2024-03-31,Machine_1024,3D Printer,Line_1,2018-02-23,2019-07-04,7,11,PL-123,"Suzhou, China"
2024-03-31,Machine_1025,Lathe,Line_1,2014-10-18,2019-09-18,6,7,PL-123,"Suzhou, China"
2024-03-31,Machine_1026,3D Printer,Line_3,2015-11-18,2019-02-20,5,6,PL-123,"Suzhou, China"
2024-03-31,Machine_1027,3D Printer,Line_1,2017-01-15,2019-03-25,8,19,PL-123,"Suzhou, China"
2024-03-31,Machine_1028,Milling,Line_1,2017-10-07,2019-06-27,8,7,PL-123,"Suzhou, China"
2024-03-31,Machine_1029,CNC,Line_1,2015-05-14,2019-10-20,10,8,PL-123,"Suzhou, China"
2024-03-31,Machine_1030,CNC,Line_2,2014-12-22,2019-08-13,12,8,PL-123,"Suzhou, China"
2024-03-31,Machine_1031,Milling,Line_3,2014-11-28,2019-01-14,6,10,PL-123,"Suzhou, China"
2024-03-31,Machine_1032,Milling,Line_3,2019-05-05,2019-03-26,7,16,PL-123,"Suzhou, China"
2024-03-31,Machine_1033,Milling,Line_4,2017-04-14,2019-02-07,5,11,PL-123,"Suzhou, China"
2024-03-31,Machine_1034,CNC,Line_3,2015-12-02,2019-01-25,0,16,PL-123,"Suzhou, China"
2024-03-31,Machine_1035,3D Printer,Line_2,2016-09-11,2019-01-16,0,8,PL-123,"Suzhou, China"
2024-03-31,Machine_1036,Milling,Line_3,2016-07-14,2019-09-05,5,14,PL-123,"Suzhou, China"
2024-03-31,Machine_1037,Lathe,Line_2,2018-10-07,2019-03-25,1,10,PL-123,"Suzhou, China"
2024-03-31,Machine_1038,Milling,Line_2,2018-03-28,2019-07-08,13,13,PL-123,"Suzhou, China"
2024-03-31,Machine_1039,Drilling,Line_3,2017-03-25,2019-06-26,7,18,PL-123,"Suzhou, China"
2024-03-31,Machine_1040,Milling,Line_4,2019-04-25,2019-10-26,0,10,PL-123,"Suzhou, China"
2024-03-31,Machine_1041,CNC,Line_1,2016-06-29,2019-10-05,12,18,PL-123,"Suzhou, China"
2024-03-31,Machine_1042,Milling,Line_1,2015-09-15,2019-10-23,1,7,PL-123,"Suzhou, China"
2024-03-31,Machine_1043,Drilling,Line_3,2017-12-10,2019-08-24,7,5,PL-123,"Suzhou, China"
2024-03-31,Machine_1044,Lathe,Line_3,2017-02-08,2019-05-30,11,15,PL-123,"Suzhou, China"
2024-03-31,Machine_1045,3D Printer,Line_2,2017-08-22,2019-11-19,5,14,PL-123,"Suzhou, China"
2024-03-31,Machine_1046,Milling,Line_3,2016-02-05,2019-10-14,11,14,PL-123,"Suzhou, China"
2024-03-31,Machine_1047,Drilling,Line_2,2018-01-08,2019-12-06,9,17,PL-123,"Suzhou, China"
2024-03-31,Machine_1048,Drilling,Line_4,2017-12-07,2019-12-03,1,9,PL-123,"Suzhou, China"
2024-03-31,Machine_1049,Lathe,Line_3,2018-07-01,2019-02-11,1,14,PL-123,"Suzhou, China"
2024-04-30,Machine_1000,CNC,Line_1,2017-10-03,2019-10-15,10,14,PL-123,"Suzhou, China"
2024-04-30,Machine_1001,Milling,Line_1,2016-04-24,2019-05-22,13,7,PL-123,"Suzhou, China"
2024-04-30,Machine_1002,Drilling,Line_3,2019-08-12,2019-07-15,6,12,PL-123,"Suzhou, China"
2024-04-30,Machine_1003,Lathe,Line_2,2019-01-03,2019-09-12,4,14,PL-123,"Suzhou, China"
2024-04-30,Machine_1004,3D Printer,Line_1,2014-11-09,2019-05-31,4,19,PL-123,"Suzhou, China"
2024-04-30,Machine_1005,Drilling,Line_2,2016-12-01,2019-07-31,7,5,PL-123,"Suzhou, China"
2024-04-30,Machine_1006,Lathe,Line_3,2015-03-08,2019-10-27,11,15,PL-123,"Suzhou, China"
2024-04-30,Machine_1007,CNC,Line_3,2016-03-11,2019-10-01,11,6,PL-123,"Suzhou, China"
2024-04-30,Machine_1008,CNC,Line_1,2018-02-05,2019-03-29,6,7,PL-123,"Suzhou, China"
2024-04-30,Machine_1009,Drilling,Line_3,2016-11-18,2019-06-19,11,7,PL-123,"Suzhou, China"
2024-04-30,Machine_1010,Drilling,Line_4,2016-01-05,2019-12-17,13,16,PL-123,"Suzhou, China"
2024-04-30,Machine_1011,Milling,Line_4,2015-08-28,2019-01-04,8,12,PL-123,"Suzhou, China"
2024-04-30,Machine_1012,Lathe,Line_1,2016-10-06,2019-01-07,3,9,PL-123,"Suzhou, China"
2024-04-30,Machine_1013,Drilling,Line_4,2016-12-15,2019-09-04,9,12,PL-123,"Suzhou, China"
2024-04-30,Machine_1014,Milling,Line_2,2019-03-31,2019-08-07,3,15,PL-123,"Suzhou, China"
2024-04-30,Machine_1015,Milling,Line_1,2019-07-23,2019-11-02,1,18,PL-123,"Suzhou, China"
2024-04-30,Machine_1016,Drilling,Line_1,2017-02-08,2019-11-02,2,19,PL-123,"Suzhou, China"
2024-04-30,Machine_1017,CNC,Line_2,2016-12-25,2019-09-27,0,19,PL-123,"Suzhou, China"
2024-04-30,Machine_1018,Lathe,Line_4,2018-03-12,2019-10-16,0,15,PL-123,"Suzhou, China"
2024-04-30,Machine_1019,Lathe,Line_4,2016-02-01,2019-09-30,6,10,PL-123,"Suzhou, China"
2024-04-30,Machine_1020,CNC,Line_4,2016-04-02,2019-11-11,13,19,PL-123,"Suzhou, China"
2024-04-30,Machine_1021,Drilling,Line_1,2016-02-19,2019-05-18,13,16,PL-123,"Suzhou, China"
2024-04-30,Machine_1022,Lathe,Line_1,2014-09-28,2019-10-27,4,6,PL-123,"Suzhou, China"
2024-04-30,Machine_1023,Drilling,Line_4,2017-02-11,2019-05-11,2,15,PL-123,"Suzhou, China"
2024-04-30,Machine_1024,Drilling,Line_3,2016-01-07,2019-06-10,6,8,PL-123,"Suzhou, China"
2024-04-30,Machine_1025,Milling,Line_4,2015-06-26,2019-04-19,13,13,PL-123,"Suzhou, China"
2024-04-30,Machine_1026,CNC,Line_2,2017-05-27,2019-07-10,1,8,PL-123,"Suzhou, China"
2024-04-30,Machine_1027,Drilling,Line_1,2016-03-24,2019-10-22,2,9,PL-123,"Suzhou, China"
2024-04-30,Machine_1028,3D Printer,Line_2,2018-01-28,2019-04-04,0,9,PL-123,"Suzhou, China"
2024-04-30,Machine_1029,CNC,Line_2,2015-07-13,2019-09-02,7,14,PL-123,"Suzhou, China"
2024-04-30,Machine_1030,Lathe,Line_1,2014-10-05,2019-04-14,1,12,PL-123,"Suzhou, China"
2024-04-30,Machine_1031,Milling,Line_3,2014-12-17,2019-06-07,14,10,PL-123,"Suzhou, China"
2024-04-30,Machine_1032,Lathe,Line_4,2018-01-26,2019-06-28,6,14,PL-123,"Suzhou, China"
2024-04-30,Machine_1033,Lathe,Line_2,2014-11-28,2019-11-27,10,11,PL-123,"Suzhou, China"
2024-04-30,Machine_1034,CNC,Line_1,2014-09-13,2019-04-21,8,10,PL-123,"Suzhou, China"
2024-04-30,Machine_1035,Lathe,Line_2,2017-06-16,2019-12-04,5,18,PL-123,"Suzhou, China"
2024-04-30,Machine_1036,Drilling,Line_4,2015-08-29,2019-04-02,1,18,PL-123,"Suzhou, China"
2024-04-30,Machine_1037,Lathe,Line_3,2016-05-19,2019-02-09,1,18,PL-123,"Suzhou, China"
2024-04-30,Machine_1038,Milling,Line_3,2016-03-08,2019-12-03,8,9,PL-123,"Suzhou, China"
2024-04-30,Machine_1039,Milling,Line_3,2017-09-08,2019-09-08,9,19,PL-123,"Suzhou, China"
2024-04-30,Machine_1040,3D Printer,Line_1,2018-03-15,2019-04-30,7,9,PL-123,"Suzhou, China"
2024-04-30,Machine_1041,Milling,Line_1,2019-07-22,2019-02-20,13,7,PL-123,"Suzhou, China"
2024-04-30,Machine_1042,Lathe,Line_3,2016-04-18,2019-04-21,13,11,PL-123,"Suzhou, China"
2024-04-30,Machine_1043,Milling,Line_4,2017-02-24,2019-10-03,13,17,PL-123,"Suzhou, China"
2024-04-30,Machine_1044,CNC,Line_4,2019-01-18,2019-07-26,8,14,PL-123,"Suzhou, China"
2024-04-30,Machine_1045,Milling,Line_1,2016-04-02,2019-12-13,3,9,PL-123,"Suzhou, China"
2024-04-30,Machine_1046,Drilling,Line_3,2017-02-26,2019-02-05,3,11,PL-123,"Suzhou, China"
2024-04-30,Machine_1047,CNC,Line_4,2015-04-27,2019-05-13,14,19,PL-123,"Suzhou, China"
2024-04-30,Machine_1048,3D Printer,Line_4,2019-04-20,2019-04-03,14,6,PL-123,"Suzhou, China"
2024-04-30,Machine_1049,Drilling,Line_4,2017-09-19,2019-07-27,1,13,PL-123,"Suzhou, China"
2024-05-31,Machine_1000,Lathe,Line_1,2015-01-02,2019-03-20,13,12,PL-123,"Suzhou, China"
2024-05-31,Machine_1001,Lathe,Line_3,2017-01-12,2019-03-24,9,19,PL-123,"Suzhou, China"
2024-05-31,Machine_1002,Lathe,Line_2,2015-05-20,2019-06-12,0,9,PL-123,"Suzhou, China"
2024-05-31,Machine_1003,Drilling,Line_3,2016-09-07,2019-07-04,9,6,PL-123,"Suzhou, China"
2024-05-31,Machine_1004,Drilling,Line_3,2016-01-26,2019-04-02,12,10,PL-123,"Suzhou, China"
2024-05-31,Machine_1005,Drilling,Line_1,2014-08-06,2019-02-16,3,12,PL-123,"Suzhou, China"
2024-05-31,Machine_1006,CNC,Line_4,2016-09-29,2019-11-27,9,11,PL-123,"Suzhou, China"
2024-05-31,Machine_1007,CNC,Line_4,2017-12-01,2019-01-07,9,12,PL-123,"Suzhou, China"
2024-05-31,Machine_1008,Lathe,Line_1,2016-11-14,2019-11-27,10,8,PL-123,"Suzhou, China"
2024-05-31,Machine_1009,Milling,Line_1,2019-08-22,2019-11-19,7,18,PL-123,"Suzhou, China"
2024-05-31,Machine_1010,Lathe,Line_1,2014-08-17,2019-04-03,1,7,PL-123,"Suzhou, China"
2024-05-31,Machine_1011,3D Printer,Line_1,2014-10-03,2019-08-07,12,11,PL-123,"Suzhou, China"
2024-05-31,Machine_1012,CNC,Line_1,2018-03-15,2019-02-22,11,6,PL-123,"Suzhou, China"
2024-05-31,Machine_1013,Drilling,Line_2,2019-07-13,2019-06-23,10,18,PL-123,"Suzhou, China"
2024-05-31,Machine_1014,CNC,Line_3,2014-07-22,2019-04-25,7,9,PL-123,"Suzhou, China"
2024-05-31,Machine_1015,Drilling,Line_3,2017-06-21,2019-10-30,0,17,PL-123,"Suzhou, China"
2024-05-31,Machine_1016,3D Printer,Line_3,2015-12-27,2019-07-08,14,11,PL-123,"Suzhou, China"
2024-05-31,Machine_1017,3D Printer,Line_4,2016-07-24,2019-08-26,0,5,PL-123,"Suzhou, China"
2024-05-31,Machine_1018,CNC,Line_2,2016-10-10,2019-08-02,3,8,PL-123,"Suzhou, China"
2024-05-31,Machine_1019,Drilling,Line_3,2019-07-25,2019-10-03,6,19,PL-123,"Suzhou, China"
2024-05-31,Machine_1020,3D Printer,Line_4,2014-07-31,2019-04-22,8,6,PL-123,"Suzhou, China"
2024-05-31,Machine_1021,Lathe,Line_2,2015-07-03,2019-01-05,4,10,PL-123,"Suzhou, China"
2024-05-31,Machine_1022,Lathe,Line_2,2018-12-26,2019-10-22,1,16,PL-123,"Suzhou, China"
2024-05-31,Machine_1023,Drilling,Line_4,2019-01-21,2019-11-07,11,5,PL-123,"Suzhou, China"
2024-05-31,Machine_1024,CNC,Line_2,2016-06-11,2019-09-27,6,11,PL-123,"Suzhou, China"
2024-05-31,Machine_1025,3D Printer,Line_4,2018-01-04,2019-09-15,10,7,PL-123,"Suzhou, China"
2024-05-31,Machine_1026,CNC,Line_3,2016-01-22,2019-03-03,1,16,PL-123,"Suzhou, China"
2024-05-31,Machine_1027,Lathe,Line_4,2014-10-13,2019-10-31,8,5,PL-123,"Suzhou, China"
2024-05-31,Machine_1028,3D Printer,Line_2,2017-10-19,2019-06-14,8,19,PL-123,"Suzhou, China"
2024-05-31,Machine_1029,CNC,Line_3,2017-12-01,2019-10-04,2,12,PL-123,"Suzhou, China"
2024-05-31,Machine_1030,Milling,Line_3,2016-07-26,2019-12-07,12,11,PL-123,"Suzhou, China"
2024-05-31,Machine_1031,Drilling,Line_1,2016-08-24,2019-01-31,7,6,PL-123,"Suzhou, China"
2024-05-31,Machine_1032,Drilling,Line_1,2018-11-18,2019-06-12,10,11,PL-123,"Suzhou, China"
2024-05-31,Machine_1033,Milling,Line_2,2014-10-14,2019-08-04,3,7,PL-123,"Suzhou, China"
2024-05-31,Machine_1034,Lathe,Line_4,2016-02-16,2019-09-06,2,19,PL-123,"Suzhou, China"
2024-05-31,Machine_1035,3D Printer,Line_4,2014-12-13,2019-02-23,0,17,PL-123,"Suzhou, China"
2024-05-31,Machine_1036,Drilling,Line_2,2018-05-17,2019-04-02,4,13,PL-123,"Suzhou, China"
2024-05-31,Machine_1037,Milling,Line_3,2015-12-09,2019-03-08,12,12,PL-123,"Suzhou, China"
2024-05-31,Machine_1038,Milling,Line_2,2018-10-21,2019-05-28,13,9,PL-123,"Suzhou, China"
2024-05-31,Machine_1039,Lathe,Line_2,2018-02-22,2019-07-11,10,11,PL-123,"Suzhou, China"
2024-05-31,Machine_1040,Lathe,Line_3,2019-09-14,2019-01-15,3,7,PL-123,"Suzhou, China"
2024-05-31,Machine_1041,CNC,Line_4,2019-08-06,2019-02-06,0,5,PL-123,"Suzhou, China"
2024-05-31,Machine_1042,Drilling,Line_2,2015-08-05,2019-07-24,9,5,PL-123,"Suzhou, China"
2024-05-31,Machine_1043,CNC,Line_4,2018-01-09,2019-03-08,7,19,PL-123,"Suzhou, China"
2024-05-31,Machine_1044,Milling,Line_2,2016-01-18,2019-03-30,7,15,PL-123,"Suzhou, China"
2024-05-31,Machine_1045,3D Printer,Line_3,2017-09-23,2019-07-25,12,6,PL-123,"Suzhou, China"
2024-05-31,Machine_1046,3D Printer,Line_3,2015-05-15,2019-05-30,7,12,PL-123,"Suzhou, China"
2024-05-31,Machine_1047,Lathe,Line_1,2017-07-21,2019-04-12,2,5,PL-123,"Suzhou, China"
2024-05-31,Machine_1048,3D Printer,Line_3,2017-01-26,2019-01-04,5,15,PL-123,"Suzhou, China"
2024-05-31,Machine_1049,3D Printer,Line_1,2015-03-20,2019-08-04,11,16,PL-123,"Suzhou, China"
2024-06-30,Machine_1000,3D Printer,Line_2,2019-05-14,2019-01-14,11,9,PL-123,"Suzhou, China"
2024-06-30,Machine_1001,Milling,Line_4,2015-05-01,2019-09-18,6,13,PL-123,"Suzhou, China"
2024-06-30,Machine_1002,3D Printer,Line_3,2019-07-03,2019-05-10,8,16,PL-123,"Suzhou, China"
2024-06-30,Machine_1003,3D Printer,Line_3,2019-07-29,2019-06-13,4,13,PL-123,"Suzhou, China"
2024-06-30,Machine_1004,3D Printer,Line_3,2018-09-13,2019-02-23,8,6,PL-123,"Suzhou, China"
2024-06-30,Machine_1005,CNC,Line_2,2018-10-10,2019-02-12,5,11,PL-123,"Suzhou, China"
2024-06-30,Machine_1006,Milling,Line_1,2018-12-27,2019-08-27,9,15,PL-123,"Suzhou, China"
2024-06-30,Machine_1007,Lathe,Line_2,2015-08-09,2019-12-18,9,5,PL-123,"Suzhou, China"
2024-06-30,Machine_1008,CNC,Line_4,2019-06-05,2019-01-05,9,7,PL-123,"Suzhou, China"
2024-06-30,Machine_1009,Drilling,Line_2,2017-05-08,2019-04-24,3,10,PL-123,"Suzhou, China"
2024-06-30,Machine_1010,Milling,Line_4,2017-04-20,2019-12-02,12,13,PL-123,"Suzhou, China"
2024-06-30,Machine_1011,Milling,Line_3,2019-07-10,2019-07-24,0,14,PL-123,"Suzhou, China"
2024-06-30,Machine_1012,Drilling,Line_4,2016-06-29,2019-08-17,0,6,PL-123,"Suzhou, China"
2024-06-30,Machine_1013,Drilling,Line_4,2015-06-21,2019-08-21,13,11,PL-123,"Suzhou, China"
2024-06-30,Machine_1014,Drilling,Line_1,2015-03-02,2019-07-30,9,19,PL-123,"Suzhou, China"
2024-06-30,Machine_1015,Lathe,Line_4,2018-10-30,2019-03-21,4,8,PL-123,"Suzhou, China"
2024-06-30,Machine_1016,3D Printer,Line_4,2019-05-25,2019-02-16,12,6,PL-123,"Suzhou, China"
2024-06-30,Machine_1017,Milling,Line_2,2019-08-14,2019-07-24,13,7,PL-123,"Suzhou, China"
2024-06-30,Machine_1018,3D Printer,Line_3,2016-06-20,2019-09-03,2,10,PL-123,"Suzhou, China"
2024-06-30,Machine_1019,3D Printer,Line_2,2017-03-16,2019-08-29,4,14,PL-123,"Suzhou, China"
2024-06-30,Machine_1020,Drilling,Line_2,2017-12-21,2019-06-18,4,13,PL-123,"Suzhou, China"
2024-06-30,Machine_1021,Lathe,Line_3,2016-11-11,2019-10-27,0,12,PL-123,"Suzhou, China"
2024-06-30,Machine_1022,CNC,Line_3,2018-12-19,2019-04-16,13,14,PL-123,"Suzhou, China"
2024-06-30,Machine_1023,Lathe,Line_4,2017-08-22,2019-07-26,7,18,PL-123,"Suzhou, China"
